A,B,C,D,E
45.2082576215471,66.50312415708794,15.145071190677136,72.15961778232972,27.425743612811814
48.14341023336183,56.661376091627204,35.66089239916784,89.93875441603593,43.57121517946951
38.93665025993972,34.77046824021884,22.627518783059735,46.50043415455336,100.73785838973441
38.037933759193294,67.17056722788425,23.083848464084213,39.35257997115815,60.92626849958528
58.125258223941984,38.40587803801759,46.88120550025578,70.98499871839348,22.280658324728194
63.56240028570823,62.097320377773165,50.51168605495095,54.64400766512188,29.791614434323822
49.27989878419666,63.57748388509581,49.4663705902255,70.63490548823938,59.0662764167115
60.03532897892024,73.28365622542567,53.305319923686795,76.40807041219401,56.81198869433628
53.61636025047634,86.72527179700278,54.89361184017762,27.126275421429213,44.42602956938416
43.54880245394876,39.52985511149188,14.45691749407683,83.79698855317085,94.47966922398356
53.61395605508414,59.212892159054256,45.4049435191536,46.60662994089502,102.13711877563577
65.38036566465969,55.85497057433674,33.644701605165295,69.5530409887062,50.24109952270498
49.64173960890049,66.50624528941444,31.030909048114765,56.812353291231396,70.7132235866813
65.64643655814007,63.23503156400428,46.72497558650446,58.96085970431411,71.61699108377805
23.802548959102555,54.7118063589507,19.23645424125098,103.87915879235976,74.00571651059639
58.21902504375224,53.386467170837165,18.98669672953216,76.38535041591322,43.47846420806973
50.870470682381715,43.25323717223929,47.6028729289806,88.09376805907182,89.91008590996967
47.009926495341325,74.81792373609764,45.85343221013078,73.01882708405486,53.76525046778063
50.91760776535502,66.88806272399295,41.64079187045812,82.40027149309908,62.595857458452
30.124310853991073,73.76652296692706,29.441039143322357,78.34756724286903,55.03678318410958
47.80328112162488,55.344057952867296,48.92595561498549,75.08912289373652,52.485648898622344
53.57112571511746,50.147467969583545,48.16363470472571,92.1431181832936,60.01128027888147
64.77894044741517,43.82527400056158,41.02365418056945,73.1301090768854,33.654059671716695
44.81729781726352,65.38376375610989,25.872147504762744,115.7029714443541,19.51924565487431
41.91506397106812,44.403101632076485,34.897019851245915,89.21063145624876,51.15915143175292
44.982429564154636,87.72994603449825,50.054004130293315,47.2091860452062,39.15230253538115
59.15402117702074,40.38536128359839,55.92629467362144,66.46900582034036,64.85506620375952
53.287511096596845,64.10490178818753,36.081560759484056,77.94155198981336,62.80822285680968
44.70239796232961,83.50282060820679,37.00392438630085,70.88993671424073,55.24264035454064
55.13267433113356,68.98634638895713,38.059730703699266,83.73746837944336,81.66834622997894
50.9707754934804,62.635105687376694,43.298716106931664,85.94033409667747,54.88790178046654
59.68644990532889,45.47274529557157,33.02719239927971,42.808260284020704,28.753284826973864
42.979469061226474,39.27346217148444,5.2697793091409935,95.62155089432989,50.974403650220516
46.723378534022316,71.55075163376378,54.31322801976516,60.06365069027911,76.07741980339017
46.078918468678424,82.5922086116242,61.53626736595059,58.081909882704856,21.083415886710227
35.364850518678814,53.41725014282743,32.65120168473145,58.01755214588919,53.30734611310042
52.96120277064576,42.91407738575474,27.200159572974712,86.17152811981165,65.3583166220612
52.610552721798896,23.127458541764724,38.354793731317336,64.65864603704428,102.7403620215001
50.05113456642461,45.28852734506194,37.74995339525473,56.72896711324585,76.74863746469691
47.65412866624853,58.2951473625144,51.94622292595551,61.520816851129254,57.38709490056074
35.84629257949586,83.98684861255101,40.65567329974046,34.10616682168246,64.37366607424505
45.79354677234641,70.09700538349453,30.488526035545803,53.15672472097026,20.841483514871335
46.572854834732304,64.5762810706013,24.17908659330341,45.20832902693801,36.10500065369268
41.97722730778381,53.99820508048303,50.387610217836084,64.61661339008218,66.71720207999135
48.387142883339905,51.252514241160654,47.194134893971,83.28386540547184,57.90101313981373
54.040508568145384,81.08471396261945,52.726718537101824,81.07751801866453,60.19734135875307
68.8618590121053,63.011078111375845,28.381758991346874,95.13500995093166,55.6140637661925
51.74577812831839,28.46098962118467,62.06124279433995,90.67951634593241,54.90836384353274
52.57550390722764,49.89690528154136,19.075665915313156,59.428065701632455,56.85275167261835
49.25554084233833,47.1267595234256,48.515212256817755,70.38142801507426,35.99136668323351
30.812287847009586,51.806039862338025,17.08500679363718,69.34887811557162,50.87931449779121
49.73486124550783,68.44365990427627,30.516023419618385,26.978946345562264,32.60611663428085
50.60230209941027,58.388326773086256,58.73227516537551,45.65480926180511,43.84726377871166
74.63242112485287,58.84701889494507,49.97637105371187,66.65426645697775,76.5262901656816
48.076390352188774,79.70209741987856,33.44535501415382,66.54207129718384,51.746458411043854
53.015473423336125,49.55308365319967,33.77395548613974,80.24650108410334,65.72511055505454
49.65288230294757,87.96299288831024,41.20746533002531,79.27283259071696,57.0753019740259
38.31321962380468,49.93038612943371,46.16969188912867,34.586149958005294,48.07194999592106
61.42822814515021,61.33797294918857,55.01895259219236,80.3719346891506,36.84576328104838
57.519330326867745,55.7819460689585,34.525191944698065,73.57174412907527,47.798998256631556
57.910319470430466,61.85128700251442,20.65857923815358,82.46746363289259,58.297212027649444
40.906125452052606,66.66887992609693,41.88362352458512,91.3373117528318,65.44276199423668
64.02794310936099,66.50752860133315,34.51082994989926,67.14234054424057,57.20206356203115
35.98148937207719,48.7032400406913,24.392395543018633,94.9117647396016,66.6906457230228
55.868570938002705,43.15627983828644,43.57202698375353,52.211990922139066,27.63693815392529
71.90455625809979,97.54757686358566,37.44263495088653,51.08523759255563,70.59992603650304
40.09463674869312,52.740234905991706,43.67814647763753,78.57544380271082,34.69138586736484
44.33702270397228,70.4881865800798,29.266669597753836,62.6246490938964,72.7030831088444
50.99651365087641,35.88538034215205,45.84052636390598,75.23265129237939,64.04330518143118
44.96524345883801,55.805809201429845,24.194821638940258,109.85964239688983,21.336587881390606
34.493365689338674,58.09200924026336,30.067223323641002,77.86990147007951,68.26533083532874
50.68562974806027,67.09222604891748,37.08502922695267,74.24339077728239,72.9117521169924
39.37696286273895,19.16318788512092,60.90182097951657,52.615592426963055,77.6418122862263
54.73592430635182,62.49210919617496,49.41790442258193,36.00040386751307,41.165230886091585
40.80575765766197,42.75387816948161,52.92631005121348,68.54906769452978,58.22939515726947
65.4993440501754,64.86518566792385,57.00492440011773,91.33740493216393,67.50008889487675
42.16746707663763,44.45506204742756,83.23398562973048,63.54123985878652,68.25388361341743
46.77938483794324,47.16775956111628,40.49906881070121,78.02924998410738,62.37137371353344
58.135172173696695,55.89558584410098,57.044811077558265,98.52994545437164,47.3205476177808
37.69135683566045,44.21505795595207,52.1516230528233,98.0303262646072,72.78298757396465
52.27459934604129,52.86698329896968,51.95239003969031,78.57631775203565,72.8887594026613
63.07142754282428,42.09936347185027,61.29087541648217,73.40212957314685,52.222990490261154
33.92516765438772,32.502443224519084,34.968243628186286,39.62733901993849,40.89601352726089
51.84633858532304,75.2693557864404,34.01577971276345,57.39610711646119,41.897739894433414
52.598827942484235,40.55926960764107,43.83718616178234,64.38488383963853,79.56671887597982
57.8182287177731,57.319786685880246,37.807602736937355,52.953367771316955,72.11221092853168
37.63049289121918,71.29336622240677,43.82201023597808,74.96906525905528,54.63928391103947
36.795433869157236,50.77583846225935,58.752985420636136,108.23296366972201,51.41488226462205
55.21941565616898,47.62251150381693,34.26223932752466,100.35523185323234,23.1726383045978
52.96984673233186,63.39357133001132,36.34385244887523,74.87759723662414,53.48078012119435
52.504928503458764,76.76900734090728,42.091732042318924,85.58868144049657,33.55992721802487
53.46448209496975,42.460271023702965,37.26017888769797,55.427913692877624,57.861990576851646
43.19975278421509,57.747782519738415,17.031930063838153,99.28178701337603,76.33445044170594
52.322536971610035,34.01258107549009,33.03846828761272,38.76066808109639,37.35187204649606
52.93072473298681,54.10198494476715,48.24847890685005,88.25656322172324,59.294561686984615
42.85648581973632,60.51307026807113,57.250561011191756,79.9117942039955,72.96003571617867
68.65774511144757,47.18063037367401,26.144577189547277,54.88281226491151,58.96531711490052
54.73832920911788,53.145122492621525,26.088611209229885,65.82426486524125,45.56830668669538
38.08696502797351,38.87659847538825,40.36280563260803,47.314945936878814,55.18695529489804
56.5655360863383,61.1561791707224,15.092859221465957,48.16719904395536,72.23047682010179
40.253183297726785,75.83541373324725,34.660357564154474,38.1789199875214,59.72640147815395
57.87084603742452,43.542841953443045,19.16749528538328,85.35027804401423,54.939329513913826
61.58595579007404,50.65992350171426,56.42873559810958,94.10689938853362,75.81057627180927
41.7931768164829,67.53819369681273,30.768026147795148,26.76384272373148,64.26852165910762
59.63376129244322,78.18136078984105,59.83401023606832,106.76611032303012,33.34775627890096
54.12780926936498,37.60215281686603,53.36225624150007,69.7598352672632,66.36542791567591
58.2206015999449,57.46822893876076,32.244192427631,75.79706409753676,72.09205758608078
68.96792982653947,64.24696233479287,27.13648435784707,40.551743288298475,32.72830503242522
47.54611883997129,58.469154140567284,37.677451009988935,96.41651500329729,14.162689074400802
42.4626383564251,22.848118996843695,38.74424050890156,74.00500186333669,36.245211961989675
41.10485570374477,67.51635013963158,44.15376332742882,92.77652479542598,53.15500562169493
41.841897150345616,82.79004526635967,30.681480525637852,94.41716641295487,73.17619021086283
49.228982905858956,61.74992626754255,48.95673848226644,96.69748845442541,38.96286338470368
53.41151974816644,44.53340920058605,43.18393665999879,57.03438448295594,64.99216479978041
52.766907993300194,52.303091304535755,35.91525811940963,65.84075984213591,2.9371395739273893
58.27183249036024,86.5486960148339,31.45551213498372,57.765958505409706,58.24552096648145
50.13001891877907,73.64943811290838,37.78138020281577,87.90192925482566,47.67867183006226
64.53534077157317,69.60039927576494,30.197184978069167,76.65778458727482,92.77477806950918
47.35343166762044,65.34618875301564,40.70126433860305,91.38289728026476,20.94244682981222
77.20169166589619,50.08294331713542,41.02526422263892,92.25477606114464,54.73897330952388
56.25667347765006,56.99143229016347,43.14048740171607,35.454810181221845,20.832015670760597
41.42842443583717,58.831158964822265,61.194908916062246,97.01540261107745,45.10526080307589
39.29107501938888,68.24361474096666,38.41066336360513,89.01721915531434,24.379210619128713
54.824724152431855,82.63378341400355,52.05517440549379,62.61550233629005,96.4141973216349
47.76537214674149,76.77507205189693,42.75504876370842,76.99585533059258,48.600138374902215
57.14000494092092,38.70923466305939,37.14106837721855,67.52660856834592,51.20146912041969
54.73237624573545,63.35992453351573,38.57008876058519,82.32111357262352,54.230792948104536
49.271710873431275,71.05145017751846,39.294083089983395,62.57207238590247,34.61901772982348
41.532062819315954,69.28290495216953,43.3572124927386,79.57854482338215,73.99429720589396
34.851527753141355,50.56149354918871,28.48815081737236,71.34610609318705,66.52349461875416
45.53485047932979,103.71163823652543,22.415915398660395,61.35612193009389,71.52289052809205
58.56398794323472,40.84373156503322,47.85156872169131,73.80272489804118,33.07668612334678
52.14093744130204,43.75217330000925,50.77748599097511,124.12939146977516,75.43567387439292
37.542612212880115,63.503926218923645,48.94762999363363,56.28926740348636,73.35714302787355
51.73180925851182,91.75204582445781,41.85966422267767,65.00112817476861,50.816925370165286
53.85317379728837,47.45707723943744,49.206695529439465,56.63775200733939,71.11037935978416
41.16142563798867,56.012574515295114,48.56114831220571,58.735672289448324,59.908089219297175
51.53725105945528,76.1594050952354,49.45155230745946,86.31548706770715,26.308008421462443
50.58208718446,59.732067676684,29.68551014389464,84.31764919272136,51.709493765583275
38.57029702169377,54.98094218204557,26.83657843414443,69.8827299335738,46.33281931996635
53.577873603482836,68.4844935283008,35.33716903897275,90.52593170538223,56.5375471848621
55.60784526368234,64.0877698534439,39.79139068548813,85.86886590988621,73.38027317919955
60.830512431752766,75.45658178455187,37.096946474412526,66.75331627947571,25.45585596045018
60.53802052034903,79.37203333598045,17.479716023945493,39.32270516411588,47.01559765527214
36.22330632042909,64.60504590008043,60.66031134562171,86.59566015898005,40.20692620669588
40.62174960084877,64.37599088067464,36.71144813337117,73.3932924200395,40.97995650440728
55.1503526720866,63.211664734292,42.072452998923445,70.44446927401184,40.18403712099578
55.13785950912209,67.33695834973932,54.9345878891567,60.67903959980569,56.227066398647864
55.150476863060476,60.82755956807196,11.86033276574554,84.89297898232633,64.4171581510721
88.52731490654722,59.990872765165655,33.85967353705946,76.96992504857002,61.269849260011455
55.70890510693167,77.94940681240864,35.354592717042344,65.26343914395406,58.342027736064814
61.35565640180599,82.74174270532565,35.964279454592265,45.49090905562177,66.19140078086158
59.54001763493203,37.386705830498684,37.918160911432565,91.35858203760152,97.84587040318698
56.51391251305798,60.15031727610854,57.365617581338135,82.09810446311754,57.44604545764997
46.84730755359654,49.66958349832148,48.08150650872667,75.10805799891192,73.38049125063893
57.589692204932675,55.335428002708916,51.49642322354595,16.864520097720046,72.35530182228136
42.27174785462428,66.03774314602983,40.56544326173108,69.2421148576788,87.0002949345511
47.63181393259991,70.04157557313702,23.207523446253987,65.17592593048673,65.0893395691013
45.14636452170897,58.318103345829826,15.043635578247915,57.630086298913184,39.80230874246918
50.81874139386323,31.29989497915796,21.647107321220428,85.08470557128568,60.487874578393814
73.14658566673509,45.52431629135731,44.31718844999224,84.29720068334555,59.52049738151586
31.32734807408252,73.44749505300248,40.38123655237162,78.73649434384775,69.67328695817997
56.86260190374514,18.89360366947603,37.47803622932791,90.75781829535485,39.27885994901042
33.87284128810349,77.81140727523,35.57707711911836,49.554029719323154,77.79377933127313
45.280681342105666,67.81844985966812,64.14065890531296,60.92691886461387,55.094268684522156
60.889505969673664,79.74264122295034,30.125156908282307,71.49584526371612,70.10882657077117
50.64280019095463,57.02146219678559,51.133833473392706,57.5599596154417,60.57411684532539
39.22255222070694,29.078918639656425,40.022955232251924,84.54338443407084,57.20663400976004
42.84696290740032,66.45543962259747,39.26872585856804,59.5559830373661,59.20941538870787
56.79597748934676,79.11979686057512,54.119650583400926,95.9674000889351,67.09585620486202
42.69633368282864,73.87082708270131,57.550364592297335,51.37681196499621,90.25578629328554
52.16458589581975,50.05962774767947,37.12540651738194,112.63967299001234,18.687207073078824
50.45571839903814,61.3014161319397,49.59043263090571,110.58594711204846,64.720053080633
43.483996523941826,52.007455968301144,44.36669634580065,68.10493707369311,55.791420328013444
71.43944089325325,47.711003037159415,40.08924566571898,92.92340901851497,51.81208179031712
56.33919022318011,74.33082856769776,42.45105931188431,61.99143878982786,12.460991983704389
29.74857413342393,42.03701533102257,31.74389422186195,90.2657299646269,65.44373826259032
51.86454314769428,46.59275354127581,36.32680728002698,66.48043337086459,52.75052853613635
43.38213535231612,43.43961549791422,33.03237664296752,44.291202029830316,39.98028758182529
58.52433334796224,37.6462871505143,50.81652059714703,-0.6563637535779776,55.76463950891473
42.07479261567299,62.19621437763905,38.85758661350725,64.62573107858779,49.72977584083216
48.85263558533101,77.42254572722965,24.427431704619536,75.58125017370585,23.636922993673156
55.049872789804574,57.22684865632102,31.318753322042944,96.60632852072433,56.58732494484626
58.657551941701215,37.4137829915375,1.6088242574538612,70.7325006430278,65.44132353460026
37.997035929442234,72.59916809613041,34.066088777414215,90.05820269435178,45.11379853574692
46.654987641590516,85.28552631052457,40.451740781165796,60.921169055569464,59.71083098833222
45.25054688839044,50.30636513780108,38.366369813596314,63.254420609371095,56.946015542082954
43.46670767426288,52.82168599923423,63.76185221837671,91.08071365057171,73.81886000627395
67.65454240281096,67.73490945125091,46.898872490980445,20.70651030661456,53.133536913963866
54.049817109609556,84.32810621677577,46.36542223706981,70.25967657805832,69.41965310488415
37.391160456649544,52.20248781412161,20.280771585156664,62.0007730088827,49.35965039526056
59.17861947054776,40.01325328502692,35.62429535059441,97.21222409704569,90.4117953069134
71.22156197012633,69.4712790940861,34.160046312115654,59.4350741004036,47.13685122448203
60.32465260551147,71.98602109713448,30.567025614303905,80.33169939140188,42.67001576201857
34.80630034045987,60.0919717565284,30.40143201383984,88.43033938669389,53.19114185000912
45.15765927133749,51.62800110513824,18.302524552700515,40.14808011739179,41.89565970080969
62.669111491866225,74.91568096488069,24.68976154382406,67.21259383452198,32.524184189910976
42.92330534381219,67.92054006821947,50.489120833179385,61.36727131828124,68.09684237664175
54.43819428146229,48.473467246447605,38.285023696081815,88.92586493659189,-0.12767684632456877
57.74634053429337,60.73642096958507,33.923170980707994,83.50163681624387,42.0843995920109
40.730695284219166,39.7243870196303,39.935063984167506,65.33595939881636,30.848249538068444
49.404746439382,70.2883568465688,54.00868814441381,49.05183899167896,57.559049203489515
17.58732659930927,56.06649645925716,40.05052625050943,90.76293392040179,15.595917944838376
39.756123586657104,53.464337514228944,46.48448957117245,68.64694446802437,64.86131520900857
47.4743184860684,59.506882722713485,29.84074189134091,37.63246868665075,66.8096186828954
37.52216818035151,60.604615489953716,32.57644059103937,39.35239202060153,25.612875185768655
66.32411303931636,73.4239509234834,44.24772262076411,78.75266860145953,58.43084865099252
35.69858622039367,68.86635796987832,62.711844500045366,44.48387614468963,64.28906710876352
45.599555133030165,57.65386081810796,57.15729831417849,107.19294987207226,71.92540673949138
51.30740577286091,71.45502224578493,46.99393683347367,51.258594312813386,28.55927194090369
64.41273289066116,66.01105880537419,41.817205121928616,69.99278549285448,26.027296434941594
35.6413784882056,53.60100545570944,56.81283226752605,73.1822393232061,82.04768599006165
61.63163752154959,58.12922762645271,49.53613987654148,55.41244521526309,40.20598530424685
50.10233061019587,57.77665666735319,12.476055731552066,25.203459388440628,45.50672484984602
40.18491348952049,67.57892014761302,27.352829825737334,73.81790195232455,66.3957014275518
54.62103474263271,54.494660779175376,44.05768390429518,54.935200197954835,33.954381581149335
51.9905969557347,54.1438622036755,18.556389213388332,72.33076855232886,50.21471056444974
43.99783122841205,89.53135964150938,29.228931942917654,67.55337895522582,71.05139726955505
50.69802084990019,74.09603222620656,31.60222067610431,75.26582496143607,29.420160087834617
46.1468640313824,48.590990033622916,36.926009125049994,101.2374024131212,45.999922070880835
51.13517345251248,68.56411490913297,36.55083750128551,59.07633974545755,34.71897484019628
56.62130674521047,61.77525098482766,36.53055487399808,60.62310691315008,41.069162459948764
65.86016816145352,65.8732676289014,49.903690206883766,36.6840539449222,76.34167444235209
37.62184501173151,62.06011986847657,36.81731361459359,66.0963209780141,80.29114541138921
71.33033374656267,77.84463968227854,35.38443841514519,78.19739978549933,59.64101432965833
30.479122004774982,65.18430516977169,23.809934750277804,60.33010244857946,64.5797743232945
48.482149049644164,59.06866952678569,52.2921544238299,78.32861000810982,64.08738822221366
55.883172064845766,75.63285865474526,31.942029832630165,66.44982949021617,42.89795243039478
52.809918677350325,63.49927561631808,26.9556360639847,43.954675240620205,59.28670907530317
43.77300480179406,61.82217868993587,42.55708689842765,76.2397014236621,31.68444897746932
47.918777496427246,64.71033903729172,30.79670485140325,65.88335732869966,37.745749181536866
45.06999065341167,58.595864649504506,33.68856712246847,72.45515642818717,53.437572164606095
44.106352430557884,60.13840489493203,43.101522091828826,58.66100233579167,35.902522114347505
58.496020970210246,51.19958116857191,36.08220851464532,56.891949540182104,32.09091250295443
53.57015485965047,48.73249170564182,67.73931250360761,73.1482161510593,42.18583910577492
43.070904047393455,45.021444202763405,39.10205748016963,65.3880017591573,75.6340070534541
58.995998754332504,39.12025069804386,47.41405862655066,104.4855649833853,83.0285047700869
53.072995208766095,46.804239579231655,16.699671430084656,85.9746102432233,54.41391951482324
58.1286211883896,57.38599448299612,29.672210417023237,80.90008518935376,65.47958064180673
56.29628841923612,61.546763736684554,26.957035660999452,66.45038396997171,44.857105801394695
41.710049890779274,55.93055155278539,28.547443320368455,29.479531030469815,17.8183577220481
44.39818959803031,24.664447648089634,44.98645592604403,53.84810144764642,38.916595348569
57.472936051232615,83.61879536643514,52.42678081332892,57.05413094831364,49.449807411864384
56.10370265433465,76.29720184335572,44.13556605561413,64.50031227420172,57.53744707599038
49.79098406035852,66.68639776825692,37.280264517204294,69.33281001220092,53.18243011147266
51.17327383308782,88.61236008829903,32.42973953545096,83.1214993097099,49.9303789386856
62.77664895788425,45.33953823774434,53.36319701423811,75.4629112214013,44.65660542390118
44.0842861116417,88.31437680939007,64.85506544985834,93.1840638293981,61.189525804820775
55.470973811700375,45.52178884874178,41.62066845740429,63.76196052961501,30.4499479892745
47.97807347566106,63.58106887937035,51.27235676885887,75.14325888340323,69.43712880396679
47.8231879677278,40.89244012298693,44.1204441975457,76.87688455557601,44.44568400220473
60.9877685198719,60.2204114331655,49.06605887758707,74.91452568717177,92.20776854849103
58.2541634898803,65.79249746997583,26.025438662678603,95.63780495880285,49.324320284325104
58.135096360006386,57.67964503298168,34.14236463829451,86.07548645494386,46.356836979279166
63.05478807154329,70.70816166135207,44.74563328054701,43.61193560997155,44.87164859603971
50.21003841632759,61.48521674230886,54.54989132898375,67.7133780188132,46.53635303400164
56.81952971294964,52.16377907433736,30.182389340347903,69.7205263554041,65.93010505164519
46.89733243406544,51.49780023296491,15.600410667518478,113.03082127390012,54.23902837497151
53.24166352488442,72.16370658923545,34.02082688270501,63.4041763750906,72.76746998730687
48.698569456323156,50.193869552895485,52.121568572179,50.35032193327636,63.35958640480803
50.96995964992718,73.73104455727406,20.993252906945806,78.76650858953288,55.566864270711115
55.95157025436914,78.34067689247897,25.87696129442099,79.93971439247558,61.713178040775844
41.81779316766527,34.96929206480805,41.871023032613344,68.52454272540616,76.53424398694698
70.9238727568546,76.99389580951552,38.60834496686243,65.5947799405822,66.82052733491791
39.93982618500298,90.90634047667048,47.13359777863873,88.9780791212417,60.050025881929834
37.85811387212268,63.78005641802893,25.25527887465305,52.92803691480359,62.609365990154664
61.581108735000676,68.98626277942233,36.100256869975986,63.18093314262928,34.251672958267235
57.91662693962936,75.55507986553738,54.342224828837175,59.55700275773225,101.29053135258934
56.24119817052155,55.867765272314664,25.685245676358594,91.87789195241176,64.5062629713606
56.2834550926428,62.73420335306805,57.72294755572322,75.70988406572687,66.30246446599007
49.87753227153085,40.28700705565336,27.190996169335733,48.70011805357459,54.48353701519684
41.02745628514168,62.07952542795677,50.19257892853133,50.70987213474462,13.643774133679855
50.75804558193726,67.47167993466812,35.52449787744249,107.46830247224302,50.223815465246936
43.22838288487888,67.74244534389705,26.26110090833228,91.6643549621408,56.36704844910368
59.75119733417751,75.98137085396371,34.03721143416882,86.83100563046959,40.188919206048766
48.52942618497861,48.37796732796706,46.53915025814793,70.24493881946685,40.03204225358549
41.745028032074885,52.010898649897555,39.91775206118211,100.16946480240819,48.8934646739329
46.78614158347007,88.43261018987033,53.421632937320126,47.93190428043483,68.88751918386487
54.12931454275624,57.74507439354435,57.22888073121858,85.05935024408981,77.60357695073475
44.36275447196025,63.00050680968492,25.803632016185794,61.13452986948873,58.07733318891446
41.77779604433569,58.994849374121685,24.92477026107586,65.02213360689541,44.787182933783114
52.436872114919126,47.67478760542467,24.3424747165499,84.51578529664773,48.477078277375995
52.44966571108723,84.35293816337709,29.20964684742377,67.12884982636984,56.7916120406808
44.9305682462887,52.08447882119091,53.25057424983693,61.30600281077484,58.924542238165735
45.289616943816775,43.09071714439605,46.72434340800082,60.09684703824149,62.829265351133785
52.32049937357636,53.238895840458724,33.45966912493082,30.27308508977751,47.091522089503584
35.51915658502676,29.974409974117,39.86676891252599,85.26407238551312,64.52724038508637
35.92536225623445,50.23068802525228,56.85166606199127,49.867398544024134,63.1042702256502
42.81555778747564,45.4780710322151,62.89613021174944,107.16818811318555,47.888330382295905
