name,address,lat,lng,rating,userRatingCount,priceLevel,website,genAI
Tacos El Moy,"Avenida Nte 314, Agrícola Pantitlán, Iztacalco, 08100 Ciudad de México, CDMX, Mexico",19.4097312,-99.0594672,4.2,22,,,
Tacos De la Esquina,"Calle 20 3, Maravillas, 57410 Cdad. Nezahualcóyotl, Méx., Mexico",19.4127022,-99.04965159999999,3,2,,,
Tacos Fitos,"Av. Pantitlán Manzana 001, Col. Porvenir, 57430 Cdad. Nezahualcóyotl, Méx., Mexico",19.410982999999998,-99.0543134,4.9,11,,,
"Tacos ""El cazador""","Nezahualpilli 55, Juárez Pantitlan, 57460 Cdad. Nezahualcóyotl, Méx., Mexico",19.3999074,-99.05087759999999,4.5,4,,,
Tacos Pirules,"C. 18 156, Nezahualcoyotl, 57420 Cdad. Nezahualcóyotl, Méx., Mexico",19.4126027,-99.04941009999999,4.4,579,PRICE_LEVEL_INEXPENSIVE,,
Tacos Milton,"Sin nombre No. 256 4, Juárez Pantitlan, 57460 Cdad. Nezahualcóyotl, Méx., Mexico",19.3998337,-99.0557462,5,1,,,
Taqueria Los Camellos,"Av. Pantitlán 254, Las Fuentes, 57600 Cdad. Nezahualcóyotl, Méx., Mexico",19.4044033,-99.0385653,4.5,765,PRICE_LEVEL_MODERATE,,
El Rincón del Taco,"Av. Nezahualcóyotl 203, Las Fuentes, 57600 Cdad. Nezahualcóyotl, Méx., Mexico",19.401315,-99.0375297,4.4,245,,,
Taqueria Jalisco Nezahualcóyotl,"C. 34 72, Maravillas, 57410 Cdad. Nezahualcóyotl, Méx., Mexico",19.413797799999998,-99.0425579,4.6,85,,,
Taqueria Arandas,"Av. Riva Palacio 55, Central, 57500 Cdad. Nezahualcóyotl, Méx., Mexico",19.413366,-99.04189509999999,4.3,637,PRICE_LEVEL_INEXPENSIVE,,https://taqueriasarandas.com/
TACOS EL PAISITA DON PEDRO,"Puebla 138, Juárez Pantitlan, 57460 Cdad. Nezahualcóyotl, Méx., Mexico",19.401886299999997,-99.0478286,4.6,177,,,
"TAQUERIA ""DON JULIO""","José Bernardo Couto 87, Mexico 1ra Secc, 57620 Cdad. Nezahualcóyotl, Méx., Mexico",19.400304,-99.04305740000001,4.6,25,,,
"Tacos ""Adrián""","Av. Nezahualcóyotl, Coatepec &, Las Fuentes, 57630 Cdad. Nezahualcóyotl, Méx., Mexico",19.4013095,-99.0380168,4.3,27,,,
Tacos Vaqueros,"Avenida Rivapalacio, Esquina con, C. Oaxaca 182, Juárez Pantitlan, 57460 Cdad. Nezahualcóyotl, Méx., Mexico",19.40301,-99.0472755,4.3,19,,,
"Tacos ""El Chumas""","Av. Pirules calle José Bernardo Couto Nezahualcoyotl. col. México, 2a secion, 57620 Cdad. Nezahualcóyotl, Méx., Mexico",19.408138299999997,-99.03945039999999,5,1,,,https://www.facebook.com/share/96y9FSzB4RnD3Ypw/?mibextid=qi2Omg
Tacos & Burger Beer,"Av. Nezahualcóyotl 158, Raul Romero, 57630 Cdad. Nezahualcóyotl, Méx., Mexico",19.3996441,-99.0388038,4.4,729,PRICE_LEVEL_MODERATE,,https://www.facebook.com/LaBurgerMx
TAQUERIA EL AMIGUITO,"57620, José Bernardo Couto #87, colonia mexico, 57620 Cdad. Nezahualcóyotl, Méx., Mexico",19.400304,-99.04305740000001,5,1,,,
Tacos Toñito,"Av. México, C. José María Morelos 247, Las Fuentes, 57600 Cdad. Nezahualcóyotl, Méx., Mexico",19.4039476,-99.0387544,5,6,,,
Tacos Fitos,"Lago Zirahuen 53, Agua Azul, 57500 Cdad. Nezahualcóyotl, Méx., Mexico",19.409861499999998,-99.03864639999999,5,2,,,
Taqueria CRUZ,"57630, Calle Bravo 195, Raul Romero, 57600 Cdad. Nezahualcóyotl, Méx., Mexico",19.4002558,-99.0408357,4.3,19,,,
Tacos De Guisado,"Manzana 010, Las Fuentes, 57600 Ciudad Nezahualcóyotl, State of Mexico, Mexico",19.406786099999998,-99.03863779999999,4.4,5,,,
Tacos Jaqueline,"Psicología 7, Las Palmas, 57440 Cdad. Nezahualcóyotl, Méx., Mexico",19.405532300000004,-99.04777209999999,4.4,84,,,
TACOS DON LUIS NEZA,"Av. Pantitlán 122, Mexico 2da Secc, 57620 Cdad. Nezahualcóyotl, Méx., Mexico",19.4074326,-99.0452376,4.3,936,PRICE_LEVEL_MODERATE,,https://www.facebook.com/Tacosdonluisneza/
Tacos y drinks el reprobado,"Geografía 112, Las Palmas, 57440 Cdad. Nezahualcóyotl, Méx., Mexico",19.409754,-99.0474066,5,1,,,
Taco Poppers,"Villa Victoria 215, Las Fuentes, 57600 Cdad. Nezahualcóyotl, Méx., Mexico",19.4014869,-99.03685469999999,5,3,,,
Carnitas Guillen,"57500, Av. Pirules 14, Mexico 2da Secc, 57620 Cdad. Nezahualcóyotl, Méx., Mexico",19.409523,-99.04288199999999,4.4,113,,,
La Once Mil,"Monte Everest 780, Lomas de Chapultepec, Miguel Hidalgo, 11000 Ciudad de México, CDMX, Mexico",19.4181703,-99.215489,4.8,1502,,,
Taquería del Prado,"Avenida Prado Norte 480, Lomas - Virreyes, Lomas de Chapultepec, Miguel Hidalgo, 11000 Ciudad de México, CDMX, Mexico",19.427055499999998,-99.2121765,4.2,45,,,
Mochomos,"Av. Paseo de las Palmas 781, Lomas de Chapultepec, Miguel Hidalgo, 11560 Ciudad de México, CDMX, Mexico",19.4292347,-99.21638639999999,4.9,10499,PRICE_LEVEL_EXPENSIVE,,http://mochomos.mx/
11 mil,"Monte Everest 780, Lomas de Chapultepec, Miguel Hidalgo, 11000 Ciudad de México, CDMX, Mexico",19.418118300000003,-99.21550189999999,4.7,18,,,
Roca,"Monte Athos 310, Lomas de Chapultepec, Miguel Hidalgo, 11000 Ciudad de México, CDMX, Mexico",19.4190814,-99.21386609999999,4.4,526,PRICE_LEVEL_VERY_EXPENSIVE,,http://www.restauranteroca.com.mx/
Tacos de guisado,"Sierra Gamón 515, Lomas - Virreyes, Lomas de Chapultepec III Secc, Miguel Hidalgo, 11000 Ciudad de México, CDMX, Mexico",19.4282249,-99.2148345,5,2,,,
La Mansion,"Montañas Calizas 210, Lomas de Chapultepec, Miguel Hidalgo, 11000 Ciudad de México, CDMX, Mexico",19.427162,-99.21908909999999,4.5,1857,PRICE_LEVEL_EXPENSIVE,,http://www.lamansion.com.mx/
Mc. Taco,"Monte Athos 390, Lomas de Chapultepec, Miguel Hidalgo, 11000 Ciudad de México, CDMX, Mexico",19.418841099999998,-99.2151969,3.8,78,,,
El Farolito,"Avenida Prado Norte 420, Lomas - Virreyes, Lomas de Chapultepec, Miguel Hidalgo, 11000 Ciudad de México, CDMX, Mexico",19.427129900000004,-99.211064,4.1,1142,PRICE_LEVEL_MODERATE,,https://elfarolito.com.mx/
Cantina La Incondicional,"Avenida Prado Norte 125, Lomas - Virreyes, Lomas de Chapultepec III Secc, Miguel Hidalgo, 11000 Ciudad de México, CDMX, Mexico",19.4274919,-99.2060178,4.6,168,,,
Treze con Z,"Volcán 150, Lomas - Virreyes, Lomas de Chapultepec, Miguel Hidalgo, 11000 Ciudad de México, CDMX, Mexico",19.429246799999998,-99.2076586,4.5,327,,,
Los Tacos Hermanos,"Alicama 5, Lomas - Virreyes, Lomas de Chapultepec, Miguel Hidalgo, 11000 Ciudad de México, CDMX, Mexico",19.422358499999998,-99.20411589999999,4.6,57,,,
Pancho Birria,"Avenida Prado Norte 431-D, Lomas - Virreyes, Lomas de Chapultepec, Miguel Hidalgo, 11000 Ciudad de México, CDMX, Mexico",19.4274847,-99.2115998,4.6,35,,,
"Shaka 808 Prado Norte ""Hawaiian Poké & Sushi Bowls""","Avenida Prado Norte 439, Lomas - Virreyes, Lomas de Chapultepec, Miguel Hidalgo, 11000 Ciudad de México, CDMX, Mexico",19.4274432,-99.21169150000001,4.7,414,,,https://www.shaka.mx/inicio
Los Famosos Trompitos de las Lomas,"Pedregal 82, Lomas - Virreyes, Molino del Rey, Miguel Hidalgo, 11040 Ciudad de México, CDMX, Mexico",19.4228168,-99.20394189999999,4.8,64,,,
Puntarena Virreyes,"Pedregal 24, Lomas - Virreyes, Molino del Rey, Miguel Hidalgo, 11000 Ciudad de México, CDMX, Mexico",19.425348,-99.20334849999999,4.6,327,,,http://www.puntarena.mx/
Taquería La Onda,"Barrilaco 420, Lomas - Virreyes, Lomas de Chapultepec, Miguel Hidalgo, 11000 Ciudad de México, CDMX, Mexico",19.427769899999998,-99.2113778,4.4,3365,PRICE_LEVEL_MODERATE,,http://www.laonda.com.mx/
TAKOS TAKOS,"Edgar Allan Poe 14A, Polanco, Polanco III Secc, Miguel Hidalgo, 11550 Ciudad de México, CDMX, Mexico",19.4291741,-99.20052919999999,4.3,1188,PRICE_LEVEL_MODERATE,,https://www.facebook.com/Takos-Takos-741546472609514/
Taquearte,"Vosgos 240, Lomas - Virreyes, Lomas de Chapultepec IV Secc, Miguel Hidalgo, 11000 Ciudad de México, CDMX, Mexico",19.4218141,-99.20405389999999,4.2,55,PRICE_LEVEL_MODERATE,,https://taquearte.com/
Don Wenses,"Monte Athos 100, Lomas - Virreyes, Lomas de Chapultepec IV Secc, Miguel Hidalgo, 11000 Ciudad de México, CDMX, Mexico",19.4217612,-99.208958,4.6,8,,,
Aitana,"Pedregal 24, Lomas - Virreyes, Molino del Rey, Miguel Hidalgo, 11000 Ciudad de México, CDMX, Mexico",19.4250121,-99.20348729999999,4.6,755,PRICE_LEVEL_EXPENSIVE,,http://www.aitanarestaurante.com/
Taquería El Turix,"Barrilaco 406, Lomas - Virreyes, Lomas de Chapultepec, Miguel Hidalgo, 11000 Ciudad de México, CDMX, Mexico",19.427850199999998,-99.21095919999999,4.3,644,PRICE_LEVEL_INEXPENSIVE,,
Ginza Barra,"Pedregal 17, Lomas - Virreyes, Lomas de Chapultepec, Miguel Hidalgo, 11000 Ciudad de México, CDMX, Mexico",19.424978,-99.2038247,4.3,276,,,https://www.facebook.com/barraginza/
Carmela y Sal,"Torre Virreyes, Pedregal 24, Lomas - Virreyes, Molino del Rey, Miguel Hidalgo, 11040 Ciudad de México, CDMX, Mexico",19.4251977,-99.2035171,4.5,2825,PRICE_LEVEL_EXPENSIVE,,https://www.carmelaysal.mx/
Burger House Atelier Kosher,"Avenida Paseo de Las Palmas 340, Av Cordillera de Los Andes 375, Lomas - Virreyes, Lomas de Chapultepec III Secc, Miguel Hidalgo, 11000 Ciudad de México, CDMX, Mexico",19.4288871,-99.2104768,4.9,382,,,http://www.fb.com/burgerhouseatelier
Tacos La Sombrilla Azul,"11550 de, Campos Elíseos 363, Polanco, Bosque de Chapultepec I Secc, Miguel Hidalgo, 11540 Ciudad de México, CDMX, Mexico",19.4291393,-99.20148879999999,4.7,27,,,
Cocina Abierta Torre Virreyes,"Pedregal 24, Lomas - Virreyes, Molino del Rey, Miguel Hidalgo, 11000 Ciudad de México, CDMX, Mexico",19.4247882,-99.203321,4.5,1772,PRICE_LEVEL_MODERATE,,http://cocinaabierta.mx/
Tacos Covadonga,"Av Cordillera de Los Andes, Lomas - Virreyes, Lomas de Chapultepec III Secc, Miguel Hidalgo, 11000 Ciudad de México, CDMX, Mexico",19.428775599999998,-99.21129479999999,4.3,171,,,
Cantina La 20 | Polanco,"Andrés Bello 10, Polanco, Polanco IV Secc, Miguel Hidalgo, 11560 Ciudad de México, CDMX, Mexico",19.4268283,-99.19571119999999,4.6,5616,PRICE_LEVEL_EXPENSIVE,,https://cantina20.com/
Chapulín,"Campos Elíseos 218, Polanco, Polanco IV Secc, Miguel Hidalgo, 11560 Ciudad de México, CDMX, Mexico",19.4272181,-99.1936102,4.5,2161,PRICE_LEVEL_EXPENSIVE,,https://chapulinrestaurante.com.mx/
Tacos Auditorio,"Av. P.º de la Reforma 111, Bosque de Chapultepec I Secc, Miguel Hidalgo, 11100 Ciudad de México, CDMX, Mexico",19.4255246,-99.19319639999999,4.5,37,,,
Tacos de guisado,"en Polanco Park, Luis G. Urbina 40, Polanco, Polanco IV Secc, Miguel Hidalgo, 11550 Ciudad de México, CDMX, Mexico",19.4288953,-99.1958646,,,,,
Tacos de guisado,"Tennyson 6, Polanco, Polanco IV Secc, Miguel Hidalgo, 11550 Ciudad de México, CDMX, Mexico",19.4277197,-99.1958504,4.8,12,,,
Tacos Joel y Lety,"Andrés Bello & Jorge Eliot, Polanco, Polanco IV Secc, Miguel Hidalgo, 11550 Ciudad de México, CDMX, Mexico",19.4269264,-99.19429769999999,4.9,11,,,
Taco Naco Chapultepec,"Cto. Interior Mtro. José Vasconcelos 72, Colonia Condesa, Cuauhtémoc, 06140 Ciudad de México, CDMX, Mexico",19.4165741,-99.1786922,4,1449,PRICE_LEVEL_MODERATE,,https://app.taconaco.rest/
Taquería Selene,"Leibnitz 51-C, Anzures, Miguel Hidalgo, 11590 Ciudad de México, CDMX, Mexico",19.427082,-99.177397,4.3,2190,PRICE_LEVEL_INEXPENSIVE,,http://www.taqueria-selene.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=1107612945009735960
El Huequito Juan Escutia,"Transito, Bajo Puente S/N-Local 4, Colonia Condesa, Cuauhtémoc, 06140 Ciudad de México, CDMX, Mexico",19.4164507,-99.1792309,4.3,2100,PRICE_LEVEL_MODERATE,,https://www.elhuequito.mx/
Tacos de Guisados El Chilaquil,"Calz. Gral. Mariano Escobedo 726, Anzures, Miguel Hidalgo, 11590 Ciudad de México, CDMX, Mexico",19.4256717,-99.1770458,4.8,57,,,
El Fogoncito (Anzures),"Leibnitz 54, Anzures, Miguel Hidalgo, 11590 Ciudad de México, CDMX, Mexico",19.427047899999998,-99.17762909999999,4.4,3618,PRICE_LEVEL_MODERATE,,http://www.fogoncito.com/
Street Tacos,"Fernando Montes de Oca 5, Colonia Condesa, Cuauhtémoc, 06140 Ciudad de México, CDMX, Mexico",19.4148572,-99.17830900000001,4.8,27,,,
TAQUERIA LAS REJAS,"Av. Veracruz 3-Local A, Colonia Condesa, Cuauhtémoc, 06140 Ciudad de México, CDMX, Mexico",19.419985399999998,-99.1767551,4.6,1030,PRICE_LEVEL_INEXPENSIVE,,
Los Panchos Restaurant,"Tolstoi 9, Anzures, Miguel Hidalgo, 11590 Ciudad de México, CDMX, Mexico",19.425511399999998,-99.17730279999999,4.3,6702,PRICE_LEVEL_MODERATE,,http://lospanchos.mx/
Las Costillas De La Condesa,"Eje 2 Sur, Calle Juan Escutia 104, Colonia Condesa, Cuauhtémoc, 06140 Ciudad de México, CDMX, Mexico",19.4158786,-99.1771734,4.3,2561,PRICE_LEVEL_MODERATE,,http://fb.me/LasCostillasDeLaCondesa
Tacuqui,"Nueva Cobertura de, Río Pánuco 218, Cuauhtémoc, 06500 Ciudad de México, CDMX, Mexico",19.427208999999998,-99.1745814,4.6,503,PRICE_LEVEL_INEXPENSIVE,,
Taco Stand,"Víctor Hugo 108, Anzures, Miguel Hidalgo, 11590 Ciudad de México, CDMX, Mexico",19.4266684,-99.1789671,5,1,,,
TACOS DEL CHEFCITO,"Tolstoi 18-6, Anzures, Miguel Hidalgo, 11590 Ciudad de México, CDMX, Mexico",19.4254389,-99.17701079999999,5,5,,,
Tacos de Guisado,"Av. Veracruz 11, Roma Nte., Cuauhtémoc, 06140 Ciudad de México, CDMX, Mexico",19.4197778,-99.17649159999999,5,1,,,
Maizajo,"Fernando Montes de Oca 113, Colonia Condesa, Cuauhtémoc, 06140 Ciudad de México, CDMX, Mexico",19.4148455,-99.178128,4.1,1135,PRICE_LEVEL_MODERATE,,http://www.maizajo.com/
Tacos chuky el Flores,"Calz. Gral. Mariano Escobedo 726, Anzures, Miguel Hidalgo, 11590 Ciudad de México, CDMX, Mexico",19.4248603,-99.17825839999999,5,2,,,
"Taqueria ""Los Amigos""","Av. Álvaro Obregón 212, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",19.4170919,-99.1645673,4.7,182,,,
Taquería Orinoco,"Av. Yucatán 3, Hipódromo, Cuauhtémoc, 06100 Ciudad de México, CDMX, Mexico",19.416401999999998,-99.1672778,4.4,5249,,,http://www.taqueriaorinoco.com/
Tacos los Jarochos Morgan,"Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",19.418090199999998,-99.1676147,4.7,66,,,
Tacos de Armando,"Río Nilo 84, Cuauhtémoc, 06500 Ciudad de México, CDMX, Mexico",19.426781,-99.1706859,4.6,1173,,,https://www.tacosdearmando.com/
"Tacos ""El Gato Volador""","Av. Álvaro Obregón 206, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",19.417105499999998,-99.16449159999999,4.5,1407,PRICE_LEVEL_INEXPENSIVE,,
EL CAMINERO,"C. Río Lerma 138, Cuauhtémoc, 06500 Ciudad de México, CDMX, Mexico",19.4288749,-99.16783140000001,4.3,1735,PRICE_LEVEL_MODERATE,,
Tacos Los Juanes,"Puebla 326, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",19.420700099999998,-99.1710671,4.6,1285,PRICE_LEVEL_INEXPENSIVE,,
TACONTENTO,"Londres 106 - 4, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",19.425573999999997,-99.163472,4.1,4634,PRICE_LEVEL_MODERATE,,https://m.facebook.com/Tacontento-102330724898167/
Tacos Don Güero,"Río Nilo 66, Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",19.427740699999998,-99.17119319999999,4.2,2585,PRICE_LEVEL_INEXPENSIVE,,
Taquería El Califa,"Av. P.º de la Reforma 382, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",19.4255715,-99.16947569999999,4.3,9685,PRICE_LEVEL_MODERATE,,https://www.elcalifa.com.mx/
Tacos Laredo,"Av Oaxaca 92, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",19.4186011,-99.16730299999999,4,263,,,
Taquería Orinoco,"Florencia 18, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",19.4256885,-99.166708,4.5,6133,,,http://www.taqueriaorinoco.com/
Tacos los Gueros,"Estrasburgo 6, Juárez, Cuauhtémoc, 06600 Juárez, CDMX, Mexico",19.426965499999998,-99.16467829999999,4.2,62,,,
"Tacos ""La Salsa""","C. Río Lerma 245-251, Cuauhtémoc, 06500 Ciudad de México, CDMX, Mexico",19.4268181,-99.1726937,4.2,116,,,
"Tacos ""Beto""","Colima 269, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",19.4190878,-99.1640686,4.8,112,,,
Tacos San Burgos Ángel,"Hamburgo 159, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",19.4255963,-99.166438,4.7,2362,,,http://www.facturastacossanburgos.com/
Tacos la soledad,"Toledo 22, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",19.4233381,-99.1722432,4.8,126,,,
Tacos Jaime,"Puebla 173, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",19.4223637,-99.1629365,4.7,34,,,
Super Tacos de Guisado 'Primos',"Av insurgentes, vs, Av. Álvaro Obregón, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",19.4171631,-99.16472639999999,4.9,12,,,
Tacos Don Tobis,"Hamburgo 282, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",19.4227907,-99.17176680000001,5,17,,,
Taquería Orinoco,"Av. Álvaro Obregón 100, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",19.4181699,-99.1592295,4.5,14508,PRICE_LEVEL_MODERATE,,http://www.taqueriaorinoco.com/
Tacos Londres 1,"Liverpool 102, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",19.425335399999998,-99.1616813,4.4,296,PRICE_LEVEL_INEXPENSIVE,,
Taqueria londres,"Londres 44, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",19.4272411,-99.15986679999999,4,69,,,https://c-h5.didi-food.com/es-MX/deeplink?appName=sodaCustomer&shopld=5764607759862202438
Tacos El Paisa,"Calle Dr Velasco 155, Doctores, Cuauhtémoc, 06720 Ciudad de México, CDMX, Mexico",19.4197413,-99.1520367,4.6,773,PRICE_LEVEL_INEXPENSIVE,,
Frontera,"Merida 109, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",19.418985000000003,-99.1575541,4.1,1105,PRICE_LEVEL_MODERATE,,
Tacos Frontera,"C. Morelia 85, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",19.4193162,-99.1557978,4.1,721,,,
Gracias Madre Vegan Tacos,"Tabasco 97 B 06700, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",19.4197861,-99.157218,4.4,1364,PRICE_LEVEL_MODERATE,,https://www.graciasmadretaqueriavegana.com/
Tacos Lolita,"C. Morelia, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",19.421443399999998,-99.1553295,4.1,340,,,
Tacos del Valle (Roma Norte),"Av. Álvaro Obregón 130, Roma Nte. Cuauhtémoc, Roma Nte., Álvaro Obregón, 06700 Ciudad de México, CDMX, Mexico",19.4178796,-99.16070789999999,4.4,786,,,https://tttttdv.com/
Taquería Álvaro Obregón,"Av. Álvaro Obregón 90, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",19.418236,-99.15884150000001,4.2,4290,PRICE_LEVEL_MODERATE,,http://taqueriaalvaroo.com/
Taquería LOS HUARACHINES (ROMA),"Av. Cuauhtémoc 145, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",19.418402999999998,-99.15444839999999,4.4,444,,,
Ricos tacos,"Av. Insurgentes Sur 76, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",19.4269364,-99.1613179,4.1,55,,,
Tacos La Chula,"Liverpool 102, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",19.4252868,-99.1616373,4.3,2275,PRICE_LEVEL_MODERATE,,https://tacoslachula.com/
Tacos Atarantados,"Córdoba 113, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",19.4180039,-99.1586315,4.1,1625,,,http://www.tacosatarantados.mx/
San Taco,"Merida 154, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",19.416745199999998,-99.15671410000002,4.6,518,PRICE_LEVEL_INEXPENSIVE,,https://www.facebook.com/santaco.mx
Cariñito Tacos,"Guanajuato 53, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",19.417473599999997,-99.15674469999999,4.7,1917,,,https://www.instagram.com/CARInito.tacos/
Tacos Chanito,"Colima Merida & Contra esquina de, oxxo, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",19.4205264,-99.1579094,4.9,76,,,
Tacos Al Humo,"Guanajuato 31, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",19.417644,-99.1558857,4.9,44,,,
"Tacos ""La Jefa""","Niños Heroes y Dr.Lavista, Doctores, Cuauhtémoc, 06720 Ciudad de México, CDMX, Mexico",19.4239644,-99.1495783,5,3,,,
Tacos Los Picositos,"Av. Dr. Río de la Loza 298, Doctores, Cuauhtémoc, 06720 Ciudad de México, CDMX, Mexico",19.425517199999998,-99.153117,4.9,63,,,
El Torito Tacos,"Calle de Mesones 48, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06080 Centro, CDMX, Mexico",19.428544799999997,-99.1371106,4.4,4405,PRICE_LEVEL_INEXPENSIVE,,
TACOS EL GUERO ZUMIEL,"C. Dr. José María Vértiz S/N, Doctores, Cuauhtémoc, 06720 Ciudad de México, CDMX, Mexico",19.4233791,-99.1469152,4.7,113,,,
Tacos El Tehuacan,"Dr. Lavista 105, Cuauhtémoc, 06720 Ciudad de México, CDMX, Mexico",19.4239709,-99.14829189999999,4.7,27,,,
Taqueria La Especial,"06720, Calle Dr Olvera 4, Doctores, Cuauhtémoc, 06720 Ciudad de México, CDMX, Mexico",19.4151365,-99.1440646,4.5,349,,,
Tacos El Horno,"06720, Doctores, Cuauhtémoc, 06720 Ciudad de México, CDMX, Mexico",19.4192148,-99.14866719999999,4.3,12,,,https://youtu.be/px1PkBTkT3k
"Tacos , hamburguesas y Alitas ""katy""","Simón Bolívar 283-289, Obrera, Cuauhtémoc, 06800 Ciudad de México, CDMX, Mexico",19.4168342,-99.1407568,4.5,269,PRICE_LEVEL_INEXPENSIVE,,
Superioras y tacos el leon,"José María Izazaga 56, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",19.426610099999998,-99.13867979999999,4.3,210,,,
Street tacos - Antojitos Mexicanos,"Av. Dr. Río de la Loza 18, Doctores, Cuauhtémoc, 06720 Ciudad de México, CDMX, Mexico",19.4246364,-99.1433277,5,1,,,
"Tacos ""Los Oliverios""","Dr. Jimenez 34, Doctores, Cuauhtémoc, 06720 Ciudad de México, CDMX, Mexico",19.4225825,-99.1480656,4,62,,,
Tacos de guisado el principito,"Eje 1A Sir José María Izazaga, Simón Bolívar, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06080 Ciudad de México, CDMX, Mexico",19.426647199999998,-99.139208,4.9,11,,,
Tacos Al Carbón Los Papis,"C. López 127, Colonia Centro, Centro, Cuauhtémoc, 06070 Ciudad de México, CDMX, Mexico",19.428385,-99.14282999999999,3.9,56,,,
TACOS DE CABEZA DE BORREGO,"Dr. J. Navarro 25, Doctores, Cuauhtémoc, 06720 Ciudad de México, CDMX, Mexico",19.4207324,-99.1448669,5,3,,,
"Tacos, Birria, Café.","Eje Vial Eje Central (Lazaro Cardenas 108, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06080 Ciudad de México, CDMX, Mexico",19.4276092,-99.1416744,5,2,,,
Johana Tacos De Tripa,"Colonia Centro, Centro, 06070 Mexico City, CDMX, Mexico",19.4271386,-99.1439345,4.5,2,,,
"Tacos de Birria ""El Pantoja""","Calle Dr Liceaga 18, Doctores, Cuauhtémoc, 06720 Ciudad de México, CDMX, Mexico",19.4214911,-99.1438577,5,6,,,
Tacos al carbon,"Manuel J othon 57, Obrera, Cuauhtémoc, 06800 Ciudad de México, CDMX, Mexico",19.4150737,-99.1408103,3,4,,,
Puesto de tacos de guisado,"Calle Dr Liceaga 10, Doctores, Cuauhtémoc, 06720 Ciudad de México, CDMX, Mexico",19.4217537,-99.1439132,4,6,,,
Tacos Los Paisas,"Jesús María 131, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",19.426972499999998,-99.12879389999999,4.5,4667,PRICE_LEVEL_INEXPENSIVE,,
"Taqueria ""El Buen Taco""","C. Nivel 403, Lorenzo Boturini, Venustiano Carranza, 15820 Ciudad de México, CDMX, Mexico",19.415675099999998,-99.1252919,4.3,207,,,
Tacos El Papi,"San Jerónimo 75, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06090 Centro, CDMX, Mexico",19.4267053,-99.13491990000001,4.6,1898,PRICE_LEVEL_INEXPENSIVE,,
"Tortas Y Tacos ""Ferchis""","C. Ramón Corona, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06090 Ciudad de México, CDMX, Mexico",19.4276302,-99.1270918,3,1,,,
"TORTAS Y TACOS ""EL POLLO""","C. 5 de Febrero 134, Centro, Cuauhtémoc, 06080 Ciudad de México, CDMX, Mexico",19.4230522,-99.1354034,4.6,14,,,
Tacos el Mara,"Cjon. Canal 53, Merced Balbuena, Venustiano Carranza, 15810 Ciudad de México, CDMX, Mexico",19.4213879,-99.125226,5,1,,,
